Sample,Bacteroides vulgatus,Faecalibacterium prausnitzii,Bacteroides uniformis,Bacteroides dorei,Bacteroides ovatus,Bacteroides fragilis,Escherichia coli,Parabacteroides distasonis,Bacteroides thetaiotaomicron,Bacteroides sp. A1C1,Blautia sp. SC05B48,Anaerostipes hadrus,Roseburia intestinalis,Collinsella aerofaciens,Bifidobacterium adolescentis,[Eubacterium] eligens,Alistipes sp. 3BBH6,Akkermansia muciniphila,Bacteroides sp. PHL 2737,Bacteroides cellulosilyticus,Bacteroides xylanisolvens,Bifidobacterium longum,Anaerobutyricum hallii,Bacteroides caccae,[Ruminococcus] gnavus,Ruminococcus bicirculans,Megamonas funiformis,Roseburia hominis,Alistipes shahii,Bifidobacterium pseudocatenulatum,Odoribacter splanchnicus,Dysosmobacter welbionis,Longibaculum sp. KGMB06250,Ruthenibacterium lactatiformans,Parabacteroides sp. CT06,Streptococcus salivarius,[Clostridium] bolteae,Flavonifractor plautii,Bacteroides intestinalis,Phascolarctobacterium faecium,Klebsiella pneumoniae,Alistipes finegoldii,Oscillibacter sp. PEA192,Alistipes sp. 5CBH24,Paraprevotella xylaniphila,Clostridioides difficile,Bacteroides caecimuris,Butyricimonas faecalis,Bacteroides salanitronis,Faecalitalea cylindroides,Intestinimonas butyriciproducens,Prevotella intermedia,Bifidobacterium bifidum,Acidaminococcus intestini,Fusobacterium mortiferum,Megasphaera elsdenii,[Clostridium] clostridioforme,Eggerthella lenta,Haemophilus parainfluenzae,Blautia hansenii,Bifidobacterium catenulatum,Alistipes sp. Marseille-P5997,Streptococcus thermophilus,Mordavella sp. Marseille-P3756,Alistipes sp. 5CPEGH6,Adlercreutzia equolifaciens,[Clostridium] innocuum,Blautia producta,[Clostridium] scindens,Dialister sp. 5BBH33,Prevotella melaninogenica,Dialister sp. Marseille-P5638,Blautia sp. YL58,Alistipes indistinctus,Prevotella ruminicola,Christensenella minuta,Bacteroides helcogenes,Blautia sp. N6H1-15,Erysipelatoclostridium ramosum,Klebsiella variicola,Streptococcus parasanguinis,Klebsiella quasipneumoniae,Ruminococcus sp. JE7A12,Prevotella oris,Enterococcus faecium,Lachnoclostridium phocaeense,Streptococcus pasteurianus,Prevotella dentalis,Salmonella enterica,Bacteroides heparinolyticus,Bifidobacterium breve,Lachnoclostridium sp. YL32,Desulfovibrio piger,Veillonella parvula,Romboutsia ilealis,Prevotella denticola,Porphyromonas asaccharolytica,Streptococcus sp. HSISM1,Prevotella fusca,Parvimonas micra,Clostridium sp. SY8519,Ruminococcus champanellensis,Bacteroides zoogleoformans,Monoglobus pectinilyticus,Enterococcus faecalis,Barnesiella viscericola,Raoultella ornithinolytica,Klebsiella aerogenes,Lactobacillus salivarius,Oscillibacter valericigenes,Prevotella scopos,Veillonella atypica,Streptococcus agalactiae,[Clostridium] saccharolyticum,Veillonella dispar,Prevotella jejuni,Acidaminococcus fermentans,Enterobacter hormaechei,Pseudobutyrivibrio xylanivorans,Lactobacillus ruminis,Lactococcus lactis,Citrobacter freundii,Pseudomonas aeruginosa,Streptococcus sp. HSISS1,Prevotella enoeca,Klebsiella oxytoca,Hungatella hathewayi,Lactobacillus paragasseri,Anaerostipes rhamnosivorans,Raoultella planticola,Cloacibacillus porcorum,Gordonibacter pamelaeae,Bifidobacterium dentium,Turicibacter sp. H121,[Clostridium] hylemonae,Fusobacterium varium,Streptococcus sp. FDAARGOS 192,Acutalibacter muris,Campylobacter coli,Clostridium perfringens,Prevotella sp. oral taxon 299,Eubacterium maltosivorans,Citrobacter braakii,Butyrivibrio fibrisolvens,Anaerostipes caccae,Streptococcus oralis,Olsenella sp. GAM18,Streptococcus anginosus,Eubacterium limosum,Christensenella sp. Marseille-P3954
MMRS21365932ST,1.363332,15.7969,1.395601,8.410022,5.845182,3.591659,0.02665912,9.694874,1.991655,15.80694,0.5245728,0.6979728,0.9052292,0.1372445,0.00312972,8.073272,3.113111,1.113169219,0.1279909,0.05325044,1.135394,0.1052693,0.2595804,0.03181694,0.2313055,0.07941242,0.00255349,1.970125,0.7663804,0.00312972,1.628172,1.097249,0.3348179,0.3914975,2.03133,0.3851985,0.4313026,0.359014,0.0222244,0.005118279,0.005745353,0.1058117,0.6812509,1.338549,0.03131415,0.3154012,0.1814503,0.04747684,0.01817949,0.0786893,0.4359011,0.005061786,0.003660756,0.0024744,0.001751288,0.004694581,0.2127136,0.1029079,0.009095397,0.09290298,0.006304635,0.03553419,0.007214175,0.09943924,0.2034996,0.05471926,0.215431,0.09161494,0.1442778,0.01020266,0.009863704,0.01489724,0.08166649,0.03095824,0.001982909,0.04927897,0.02022455,0.05495088,0.02916176,0.000875644,0.0358675,0.001598756,0.1519496,0.001683496,0.04042085,0.08875073,0.02221875,0.003146668,0.01252453,0.02783417,0.02079513,0.07378005,0.008756438,0.02426946,0.002333167,0.001864274,0.02240518,0.0367036,0.001242849,0.003536471,0.04188402,0.05435771,0.01174493,0.01894215,0.002220181,0.0131968,0.00461549,0.00140103,0.003570367,0.06973514,0.000858696,0.0135866,0.01549042,0.03863566,0.004762372,0.000949085,0.005739704,0.004954449,0.04630178,0.002107194,0.00815761,0.01688015,0.01149636,0.01678976,0.001248499,0.002174986,0.04466913,0.000124285,0.06458297,0.00049149,0.013541407,0.09639426,0.007157682,0.006095611,0.05616549,0.001265446,0.01084668,0.04152811,0.015337889,0.01250758,0.00090954,0.04942021,0.04580464,0.0374945,0.03406537,0.003587315,0.006270739,0.002587386,0.05073085,0.05161779
MMRS29805707ST,10.1974,6.570778,1.437943,1.812028,3.752584,8.561833,0.06705717,5.133202,0.9314046,0.4399765,1.89202,4.226624,1.966989,0.02024538,0.009263392,3.698057,0.4995155,0.250202041,2.636113,6.056556,1.758289,0.05762883,0.6105326,16.94424,0.3686947,0.05562292,0.001989953,2.001297,1.500148,0.1789309,2.095261,0.4840907,0.9167619,0.2801737,0.8080753,0.3586066,0.4621161,0.2881601,0.3655502,0.01098731,0.002234707,0.2964073,0.3434798,0.4379972,0.1484165,0.4618341,0.5550533,0.3892061,0.1338323,0.195771,0.1826128,0.02014429,0.001686672,0.002107009,0.000718299,0.001989953,0.1517632,0.09513467,0.022224692,0.1035308,0.02031455,0.03544139,0.01344017,0.2659567,0.08573293,0.0456093,0.1279529,0.1607446,0.1762386,0.000563998,0.004825903,0.002053802,0.139749,0.0298759,0.005767672,0.1580629,0.3080331,0.1293044,0.007273439,0.000148981,0.1536414,0.000558677,0.04031518,0.003580852,0.1271761,0.07990673,0.1507789,0.004070359,0.006097557,0.1634688,0.03289808,0.1221214,0.130272771,0.007129779,0.02817327,0.006278462,0.005395221,0.1233877,0.002862553,0.002702931,0.08044413,0.03655342,0.21898,0.1714233,0.001394031,0.01918123,0.000622526,0.00036713,0.003149873,0.0284127,0.001590898,0.004884431,0.0671157,0.02926934,0.003096665,0.003708549,0.003708549,0.002250669,0.09972114,0.01580789,0.02097432,0.001356786,0.2145053,0.0253586,0.003852209,0.000787468,0.04217211,0.000180905,0.03822413,2.66e-05,0.002154896,0.02325691,0.000462904,0.004389603,0.03617565,0.001319541,0.02556611,0.01877686,0.008795168,0.01374345,0.001207806,0.02354955,5.32e-05,0.06076807,0.02678988,0.006815856,0.001564295,0.002048481,0.01525453,0.01600476
MMRS32573774ST,0.6659661,7.654738,1.987293,21.04296,2.06595,5.077701,0.5496003,2.155549,7.277278,1.413711,0.8549003,0.8779429,1.407976,0.7249619,0.003824674,0.6462753,0.3549971,1.128556562,1.658389,12.2239,0.354601,0.0298762,0.9675951,5.253772,0.4633471,0.1328882,0.002169483,1.295565,1.083098,0.004368522,0.3061808,0.7954907,0.5481106,0.5671985,0.530536,0.2217897,0.411315,0.336323,1.579679,2.170422,0.0187746,0.3220115,0.4534041,0.7218998,0.03258953,0.6783505,0.1474007,0.1625043,0.1490854,0.1185649,0.4596229,0.008938032,0.00397837,0.002914319,0.00072119,0.003913345,0.1748828,0.03047325,0.243035252,0.1251679,0.004664092,0.04105465,0.008145905,0.1885144,0.03234716,0.06097015,0.132699,0.1966367,0.1186417,0.001064051,0.005343903,0.001921204,0.1335325,0.1620314,0.004870991,0.1600865,0.4687206,0.09378431,0.13984,0.001164545,0.0315373,0.001601988,0.1762778,0.003954724,0.0909291,0.1106732,0.06357116,0.005018776,0.01950761,0.1176664,0.03209297,0.09802278,0.391641853,0.3104252,0.01744453,0.008938032,0.001554697,0.0268141,0.004214826,0.008914386,0.1097628,0.06114158,0.09031432,0.02044161,0.003718269,0.09230646,0.008358715,0.000981292,0.01921795,0.1064879,0.002441407,0.0393699,0.09737253,0.03707628,0.1382853,0.001548786,0.005255232,0.007093676,0.04453646,0.006472979,0.04458967,0.004185269,0.01036859,0.01890465,0.002884762,0.004616801,0.05634152,0.01282182,0.06835348,0.000874887,0.004581332,0.008648373,0.04713157,0.02212045,0.03160824,0.001501495,0.02342095,0.04394532,0.014890808,0.02448501,0.001318241,0.03169691,0.000449266,0.04276304,0.02164753,0.04456011,0.007572499,0.1734522,0.02701508,0.03769698
MMRS33294861ST,0.3843942,6.404821,3.522022,6.268939,0.9391186,3.226357,0.294056,2.244385,3.775351,0.3048752,0.8742247,0.8493132,3.300102,0.1090953,0.38484,1.150894,0.35167,0.21703251,3.398753,40.21924,1.973773,0.2534375,1.750706,1.945105,0.2391984,0.08326493,0.002778216,0.9010119,1.315233,0.004577804,2.287391,0.5778853,0.4177056,0.1404984,0.1725593,0.03380072,0.2061969,0.137345,1.104148,0.007997566,0.008476006,0.1777406,0.1824163,1.031517,0.04335322,0.5716275,0.2743964,0.1500509,0.02847808,0.1470987,0.164752,0.00326753,0.002761906,0.001962693,0.00106018,0.003006563,0.1560857,0.03149007,0.051959711,0.09528031,0.01561455,0.03611681,0.003240346,0.1237584,0.05959845,0.07946459,0.1206975,0.1560096,0.1563956,0.001152606,0.006437198,0.002229097,0.1619412,0.06435023,0.001707162,0.2458857,0.06147415,0.07837179,0.002316086,0.000347957,0.007888829,0.000772029,0.03893852,0.001533184,0.05752702,0.07891004,0.03965618,0.002185603,0.02111662,0.01784365,0.02107312,0.05830448,0.002544433,0.02554219,0.00164192,0.001304837,0.00292501,0.003311025,0.000886202,0.002533559,0.1664211,0.1308099,0.01017773,0.023536,0.002587927,0.05306882,0.00056543,0.000603487,0.002294339,0.03018524,0.001332021,0.006371956,0.03609506,0.03511644,0.02060012,0.000935133,0.005121487,0.002125798,0.08971844,0.005241097,0.006719912,0.002745595,0.04050433,0.001739783,0.001217848,0.000641545,0.03001126,0.00034252,0.02922836,9.24e-05,0.003419761,0.01565805,0.000761155,0.003294714,0.02359037,0.001212411,0.002452007,0.01993683,0.016549687,0.006931948,0.000679603,0.07198353,0.000157668,0.04785491,0.01667473,0.003903638,0.002495501,0.004344021,0.01531553,0.02228553
MMRS34569532ST,7.979212,10.74067,5.76608,1.391892,4.52338,2.214447,0.07093922,2.394737,1.758077,1.474599,0.8935462,1.30125,1.978052,1.341557,0.005801105,1.511063,1.34886,0.210217527,1.670003,2.878518,1.192976,0.3541989,0.9990538,7.484678,0.2809288,0.3486878,0.01275207,1.746733,2.863052,0.009892955,1.229389,1.212566,0.3050863,0.8655455,0.6513915,0.0155076,0.4560704,0.3412707,0.173163,0.04693715,0.008825966,1.181695,0.4945752,2.287479,3.605262,0.662279,0.3117783,1.298525,0.2126934,0.3616885,0.7202589,0.06700276,0.006588397,0.005490331,0.002496547,0.008846684,0.1772755,0.07152969,0.026871545,0.145732,0.0133011,2.702672,0.004464779,0.2295787,1.280221,0.168201,0.2023653,0.1417645,0.1921616,0.002734806,0.01294889,0.00257942,0.09711671,0.3528315,0.03015538,0.1414848,0.05490331,0.110511,0.01000691,0.001439917,0.004982734,0.003584254,0.05503798,0.01296961,0.07820096,0.1281733,0.08332872,0.06020718,0.06931284,0.05440607,0.04049378,0.09921961,0.011332872,0.01529005,0.00830801,0.04629489,0.009468231,0.004040055,0.01754834,0.01006906,0.1416298,0.1951036,0.04390193,0.06019682,0.007779696,0.4883701,0.003905386,0.002745166,0.006805939,0.1376001,0.008908839,0.003314917,0.07037983,0.06469268,0.00503453,0.02550414,0.008131906,0.006329419,0.0866022,0.01376726,0.01794199,0.006857734,0.03409185,0.000393646,0.01696823,0.003770718,0.0461395,0.002828038,0.05666436,0.00035221,0.01744475,0.0342058,0.01006906,0.01779696,0.04481353,0.002351519,0.000849448,0.08237568,0.161104961,0.02032458,0.00713743,0.05369129,5.18e-05,0.06470303,0.02970994,0.004433701,0.0102866,0.005728591,0.02486188,0.06435082
MMRS35808664ST,7.908876,6.762878,2.807599,7.351032,1.830925,0.759688,21.53655,1.709386,1.602105,0.7931918,0.3928664,0.5157785,4.590677,0.01320292,0.01158284,0.2402608,0.183159,0.555700803,1.527481,0.2556207,0.7287023,0.04112906,0.4670431,2.929575,0.1997256,2.082906,0.001311265,0.9602261,1.066809,0.0027223,0.9823418,0.3175779,0.1566392,0.08142195,0.3337359,0.02922316,0.08287575,0.1054476,0.1164603,0.7164258,8.893688,0.1242471,0.1877817,0.4696847,1.65704,0.1738994,0.1590431,0.3248849,0.09945185,0.03676768,0.09529001,0.2020963,0.000826667,0.06293122,0.001401533,0.002936093,0.07859988,0.004456401,0.312613177,0.0546693,0.003620232,0.03416891,2.391391,0.2999471,0.128732,0.0138728,0.06188601,0.07335482,0.04841703,0.01218146,0.3452095,0.01382529,0.06996264,0.1849881,0.2529506,0.06850409,0.1524726,0.06699329,0.01687541,0.1404241,0.00658008,0.05559574,0.01032859,0.2436245,0.01415311,0.0338981,0.01156384,0.2404889,0.1069774,0.09582687,0.02247204,0.04376584,0.001064215,0.1871118,0.2505894,0.1132201,0.00346345,0.003225902,0.1564871,0.003862531,0.0304489,0.04435496,0.08149322,0.01014805,0.001691342,0.04683496,0.009430656,0.09540878,0.001064215,0.02924216,0.1188263,0.06477934,0.05692125,0.01396307,0.3492146,0.08133169,0.002384982,0.05206102,0.0227381,0.002460997,0.2013077,0.5967966,0.005454102,0.00366299,0.0819018,0.04087251,0.02011557,0.000104521,0.01096047,0.000513104,0.002551266,0.001995403,0.001059464,0.04524339,0.01422913,0.001520307,0.00084092,0.01176813,0.004385136,1.060752,0.05346255,0.007102685,0.04901566,0.01591572,0.007706057,0.005672646,0.002432492,0.001705595,0.004741458,0.00553962
MMRS38861560ST,32.10015,3.283462,5.824265,2.921839,0.6087608,4.537835,0.313918,2.003409,2.036142,1.771042,0.6752203,0.7402885,1.372864,0.5644328,0.008561358,1.162601,0.4977043,0.013894815,0.6518227,11.44943,1.041796,1.358826,0.5773119,0.2289908,2.076143,5.515653,0.001544384,1.744843,0.6514331,0.00618681,0.5657963,0.7571932,0.6826918,0.4592941,0.08257583,0.04760226,0.2631157,0.2743113,0.8247751,0.795135,0.05727669,0.08350339,0.3532465,0.3911697,0.009210648,0.4969112,0.2344727,0.1084408,0.04411001,0.3443326,0.235493,0.003176885,0.002087005,0.002499768,0.000491606,0.002782673,0.1895093,0.04824692,0.002713106,0.1082738,0.008737594,0.03136536,0.004391986,0.1216399,1.378958,0.1187691,0.1010621,0.1114182,0.1090251,0.000779149,0.002059178,0.000909007,0.04099341,0.2206753,0.001771635,0.1055282,0.0543688,0.06302755,0.00364994,0.00622855,0.0189129,0.1725953,0.04629441,0.00176236,0.04661905,0.09126704,0.07380113,0.00228643,0.01043039,0.04775995,0.03048419,0.05036175,0.204345608,0.1442723,0.007531769,0.001117707,0.000626102,0.01722939,0.00108988,0.004526482,0.03693535,0.06604211,0.02151934,0.2194091,0.001651053,0.01955755,0.001307856,0.000853353,0.001882942,0.04334477,0.000779149,0.007749745,0.05210092,0.02812355,0.006947407,0.000533346,0.002499768,0.002240052,0.0460486,0.002745571,0.005129394,0.001358872,0.002179761,0.002546146,0.0010064,0.00167888,0.04365551,0.000320007,0.02822558,0.000143771,0.002304981,0.005588535,0.003102681,0.01013357,0.02438549,0.00104814,0.001910769,0.03901772,0.014961506,0.2398154,0.000779149,0.0202996,8.81e-05,0.04204155,0.01517484,0.005797236,0.004336332,0.002040627,0.013329,0.02855487
MMRS38954404ST,18.36156,9.681066,10.0538,4.721058,1.476439,1.258748,0.1008294,3.169631,2.599796,1.943552,1.478249,1.758318,1.409209,0.04092478,0.006012146,0.7305108,0.232118,0.085845938,1.15718,2.043819,1.104453,0.2440544,0.7697597,0.8010393,0.3154443,0.06747549,0.002771681,1.70493,1.967724,0.008244726,1.570529,1.400238,0.6200186,0.5198103,0.3052248,0.06749307,0.2168474,0.4165667,10.09576,2.369207,0.2455428,0.5810276,0.6769055,0.7232916,0.06437566,0.6774329,0.3182511,0.2902647,0.1105098,0.170473,0.4534716,0.009194012,0.002273599,0.002261879,0.001658321,0.003668229,0.26689,0.008525996,0.008268165,0.1225575,0.007623588,0.06736416,0.01167856,0.3202083,0.4606792,0.05098018,0.2013424,0.2336474,0.1677248,0.001218837,0.004254208,0.001922011,0.1261496,0.1692776,0.003504155,0.1158305,0.148364,0.1188131,0.01961858,0.003486576,0.003621351,0.00755913,0.02234338,0.002900597,0.06530737,0.2229943,0.05570317,0.00476401,0.01572182,0.08709407,0.07593117,0.09164127,0.003961219,0.005824632,0.01591519,0.004523759,0.00195717,0.002543149,0.002367356,0.008104091,0.04377264,0.07935915,0.06597539,0.05911357,0.008309184,0.06543629,0.001265715,0.001798956,0.002900597,0.1042281,0.002203281,0.001365331,0.03668229,0.04486842,0.004031536,0.001863414,0.005707436,0.004816748,0.04415939,0.006598125,0.03953015,0.004347965,0.09484072,0.003498295,0.003158427,0.002918176,0.03858672,0.001195397,0.07551513,0.000673876,0.014713935,0.01612614,0.006779778,0.005642979,0.03409812,0.002009908,0.002332197,0.06940922,0.042102598,0.05897294,0.002091945,0.05720914,0.00028127,0.03337737,0.01832357,0.001523546,0.007143085,0.004113573,0.02607021,0.08005646
MMRS39582183ST,13.23057,14.47047,1.477018,1.478182,0.7962296,0.9167163,0.06184967,2.074654,1.494483,0.5400553,1.235754,2.606925,1.38357,0.7144031,0.494129,3.194384,1.086245,0.640058406,1.614592,0.1912197,1.227593,0.08444631,0.6717541,0.6587847,0.4121623,0.2991575,0.004182965,1.832171,9.017967,0.0300462,2.022216,1.956625,0.4078176,0.7248281,0.3863421,0.08952409,0.2274218,0.5224395,0.1571523,0.01730325,0.01156784,3.801119,0.9062373,1.338085,3.039226,0.6486939,0.2820699,1.022433,0.2129323,0.2068951,0.8395363,0.1566132,0.02755582,0.04933312,0.004290774,0.01633297,0.1731726,0.02190666,0.005250269,0.1526675,0.2200477,0.9669981,0.03228861,0.2556137,0.4850299,0.04723086,0.126125,0.1779485,0.2363915,0.06377944,0.1893115,0.02849376,0.1506407,0.8603217,0.1440751,0.2437763,0.08815492,0.1177914,0.01199907,0.001056522,0.01617126,0.003277375,0.05800091,0.1375312,0.1076898,0.1992407,0.141423,0.1382211,0.04587247,0.05687971,0.04672416,0.1055768,0.021399965,0.01137379,0.04511781,0.07031263,0.006058831,0.01461882,0.08354072,0.01372401,0.1183305,0.2815416,0.05503618,0.07074386,0.0169906,0.1656799,0.001854304,0.001433852,0.006985984,0.270405,0.06472816,0.008247342,0.07009701,0.03734483,0.004463267,0.05352687,0.03312952,0.01083474,0.06123517,0.01180502,0.0126028,0.005897119,0.07131525,0.00553057,0.05378561,0.00462498,0.04988294,0.01358386,0.06645309,0.001045741,0.093782518,0.01264592,0.002900046,0.009616508,0.05518711,0.004646542,0.004430925,0.1267288,0.036029564,0.04695055,0.03389496,0.03511319,0.000366549,0.04885876,0.02483905,0.005756968,0.01930848,0.002673648,0.03793777,0.09724317
MMRS51307502ST,1.967865,25.32273,6.575485,7.157818,0.305674,0.5760561,0.05460258,2.890335,0.5555229,1.777859,0.7060129,0.4551489,0.6536154,0.2708297,0.1808479,1.365752,0.7475379,6.392257219,2.486666,1.328572,0.2056712,0.1002758,0.4700931,0.3020717,0.298906,0.3006089,0.001451848,6.071934,1.591487,0.01199685,0.32898,2.327727,0.3445246,1.182623,0.1194445,0.001670171,0.37676,0.6294798,0.4961172,0.0236553,0.01432199,0.2541826,0.8704538,1.196214,0.02044595,1.013706,0.08259159,0.2771283,0.05418777,0.1779987,1.196028,0.01069783,0.007870544,0.01419099,8.73e-05,0.01999839,0.3572528,0.1520838,0.003897066,0.2177881,0.01008652,0.1175014,0.002630792,0.5578371,0.124848,1.453114,0.3867374,0.3918352,0.1872011,0.005589069,0.001637422,0.004038975,0.1205361,0.1228067,0.006866258,0.1307646,0.02999758,0.06537682,0.005425326,0.009322392,0.001124363,0.002619876,0.02235627,0.003362174,0.07429532,0.2684063,0.008940327,0.02679915,0.2290099,0.06675226,0.1557735,0.1055373,1.31747013,0.003438587,0.00161559,0.0109489,0.004464705,0.000436646,0.003547749,0.008918494,0.0513059,0.1584916,0.01876486,0.08249334,0.004890435,0.0806376,0.004431957,0.005752811,0.001200776,0.2428734,0.001288106,0.001375435,0.02935353,0.06139243,0.001200776,0.001168028,0.02237811,0.01557735,0.0218978,0.003776988,0.005785559,0.01046859,0.03816286,7.26e-06,0.003558665,0.009486134,0.0515024,6.55e-05,0.03375274,0.00028382,0.457408513,0.1053408,0.00717191,0.007663137,0.028251,0.000403898,1.09e-05,0.1429579,0.151625322,0.003209348,0.000720466,0.1049151,0.000185575,0.01835005,0.01657072,0.001659255,0.02681006,0.000971537,0.05815033,0.1556315
MMRS51737257ST,13.28514,15.41279,3.643285,2.273502,1.30294,2.834469,0.6929323,3.511411,1.898339,0.7740877,0.9634898,1.963435,1.548213,0.265534,0.003592803,2.297474,0.09168102,0.247451624,1.409584,16.22507,0.4920634,0.03180814,0.7240628,0.5420722,0.4191639,0.1501017,0.003651966,3.211471,1.382014,0.007078037,2.139235,0.6381851,0.7451302,0.3170326,2.588749,0.003899375,0.3568493,0.1744338,1.356116,0.02332633,0.01173039,0.2836324,0.3661916,0.4342559,1.328261,0.6364801,0.144535,0.413167,0.07604049,0.1062996,0.3873235,0.175047,0.002011539,0.006147566,0.001269314,0.007282418,0.1772521,0.06843537,0.002898983,0.1133239,0.005491395,0.2988588,0.00242568,0.375421,0.04111823,0.04974526,0.1334232,0.3136926,0.1894666,0.001613534,0.04570067,0.001430667,0.07036623,0.1749717,0.06332584,0.2107491,0.08687807,0.1080692,0.4460669,0.000446411,0.001930863,0.001081068,0.03897761,0.04764767,0.07550265,0.1256728,0.05703844,0.07863291,0.02131479,0.07764865,0.04790046,0.1047076,0.003996187,0.002893605,0.009616665,0.06861824,0.006238999,0.00117788,0.03849355,0.005346177,0.1473103,0.06257286,0.05982447,0.02751076,0.004146783,0.09544056,0.001963133,0.000930472,0.004313515,0.04677098,0.01856102,0.001220908,0.04860503,0.1375592,0.001124096,0.01959906,0.007061902,0.005776453,0.08575397,0.02648348,0.01778653,0.01330628,0.2685728,0.000134461,0.04095688,0.001161745,0.04946558,0.000295815,0.07821339,0.000145218,0.229837208,0.01141844,0.000914336,0.002570898,0.03077548,0.001436046,0.000258166,0.03637444,0.013107277,0.01408615,0.03004401,0.02264864,0.000166732,0.05510758,0.02270243,0.001694211,0.004765305,0.003097986,0.03409398,0.04411403
MMRS54246132ST,13.18621,26.80877,1.031425,1.784394,0.8716893,1.375142,0.14346,1.296346,2.210817,0.5083834,1.822685,0.5196187,8.251575,3.146683,0.0516855,1.502797,0.3231148,0.432319398,0.9160416,0.2657371,0.318616,0.1011098,0.8995852,0.1652162,0.4916521,0.3583831,0.002614503,0.8296845,1.638744,0.004702964,1.778537,0.6763946,0.3929841,0.3405763,0.413484,0.1746142,0.1854256,0.2731409,0.1206518,0.04111757,0.1703431,0.2805448,0.5559233,0.9396742,1.496226,0.4673836,0.1388042,0.5999616,0.1344624,0.7261565,0.3523847,0.5919768,0.004648005,0.08820217,0.000565298,0.01063859,0.1673596,0.03095791,0.230908478,0.15519,0.006343898,0.06860518,0.006720764,0.2225468,0.1418191,0.02321647,0.1506205,0.1370455,0.1658286,0.002449624,0.8770753,0.002959962,0.2092858,0.4162398,0.6335654,0.08611371,0.101997,0.1068099,0.006194723,0.5505923,0.1417955,0.02244704,0.02802935,0.5336569,0.09214355,0.1397149,0.04522383,0.4487052,0.03950019,0.08185827,0.02334994,0.06728615,0.280489812,0.009570807,0.009806348,0.2825783,0.0083774,0.04720237,0.4006549,0.00225334,0.06599068,0.08735422,0.07526313,0.01994245,0.004993465,0.1068413,0.02995294,2.077022,0.00392568,0.07502759,0.2568415,0.05839841,0.02704008,0.03657163,0.01573412,0.2064908,0.03453813,0.3276372,0.05025655,0.01506676,0.01177704,0.317666,0.01251507,0.008118306,0.1796391,0.007411683,0.05095532,0.000109919,0.0381262,0.03098932,0.004891397,0.01570272,0.00109919,0.0103952,0.04639368,0.001428947,0.006375304,0.03975143,0.022093725,0.04204403,0.1202436,0.0259723,0.01093694,0.04031673,0.02522642,0.004271139,0.01226382,0.001625231,0.01674695,0.02349912
MMRS57276462ST,12.39222,22.49447,5.996201,2.655807,0.3583997,1.030528,0.06406094,1.233479,0.643669,0.8260153,1.401102,1.841382,7.998831,1.306198,0.008457432,6.384274,0.3618886,0.063869138,0.7392764,0.53164,0.876495,0.02255011,1.849045,0.7132099,0.5937373,0.2227885,0.006740372,1.018262,1.5807,0.006466373,0.4229903,0.8506752,0.3941291,0.3522895,0.1046584,0.8438709,0.3724101,0.2416487,0.1788117,0.03902657,0.006027975,0.4119938,0.4844574,0.2721448,2.798634,0.4454582,0.24996,0.5885953,0.2613675,0.3215925,0.3310911,0.1483247,0.003762918,0.01652213,0.001854059,0.03147334,0.2303143,0.01665,0.38543422,0.116961,0.009014563,0.3123039,0.02995721,0.1799259,0.04674421,0.0167048,0.1047315,0.1668105,0.1472105,0.004594048,0.07405276,0.002027592,0.2473023,0.119774,0.1012883,0.203024,0.1642532,0.1194909,0.01175455,0.001369994,0.1578416,0.002584723,0.07762388,0.07505743,0.06894725,0.1461784,0.1038273,0.1560241,0.02178291,0.1675412,0.02459597,0.08551505,0.725503359,0.1991333,0.006174108,0.1156732,0.006612506,0.1288069,0.04225976,0.01235735,0.1937172,0.2064125,0.1144859,0.06994278,0.007123971,0.07049078,0.001790126,0.00168966,0.01317021,0.07272844,0.1169701,0.07150457,0.07857374,0.1010965,0.09949813,0.04217756,0.02075998,0.01282315,0.1084488,0.009937026,0.01439407,0.01339855,0.03202134,0.06923952,0.05360331,0.003141854,0.05532951,0.002036725,0.05116472,0.001242128,0.049191932,0.01718886,0.02030332,0.004913713,0.04739267,0.003689852,0.05537517,0.06065422,0.017371529,0.02274191,0.03525452,0.02121665,0.000337932,0.07508483,0.02517136,0.07095658,0.1096818,0.06203335,0.02140845,0.03050521
